L_http,L_https,L_numHyphens,L_numParams,L_numSubDomains,L_paramLen,L_pathLen,M_app,M_hasFBUrl,M_hasFBappURL,M_hasFBeventURL,M_hasLink,M_hasMessage,M_hasPicture,M_hasStory,M_length_of_link,M_postType,T_!,T_!!,T_:(,T_:),T_?,T_??,T_avgSentLen,T_avgWordLen,T_engDictWords,T_hashtagsPerWord,T_numChars,T_numHashtags,T_numSentences,T_numUrls,T_numWords,T_textRepFactor,T_upperCaseChars,T_urlsPerWord,U_category,U_gender,U_hasUsername,U_isPage,U_lenName,U_lenUsername,U_locale,U_pageLikes,U_wordsInName,Z_CLASS
1,0,6,0,3.0,0,5.0,contentsharing,0,0,0,1,0,1,1,89,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,0,0,0,12,0,0,0,2,Spam
1,0,5,0,2.0,0,2.0,contentsharing,0,0,0,1,1,1,0,58,1,0,0,0,0,0,0,170.0,4.896551724137931,24,0.0,142,0,1,1,29,1.0740740740740742,2,0.034482758620689655,0,1,1,0,12,11,1,0,2,Spam
1,0,15,0,2.0,0,2.0,contentsharing,0,0,0,1,1,1,0,105,1,0,0,0,0,0,0,90.0,4.352941176470588,12,0.0,74,0,1,1,17,1.0625,12,0.058823529411764705,0,1,1,0,22,21,1,0,3,Spam
1,0,0,0,3.0,0,1.0,web,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,46.0,6.05,17,0.0,121,0,3,1,20,1.0,5,0.05,0,1,1,0,11,12,3,0,2,Spam
1,0,0,0,2.0,0,2.0,mobile,0,0,0,1,0,1,1,28,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,1,1,0,17,15,11,0,3,Spam
1,0,6,0,3.0,0,3.0,web,0,0,0,1,0,1,1,88,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,3,0,0,1,35,0,0,141309,7,Spam
1,0,1,4,3.0,13.0,1.0,web,0,0,0,1,0,1,1,93,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,1,1,0,13,14,1,0,3,Spam
1,0,15,0,3.0,0,2.0,web,0,0,0,1,1,1,0,104,1,0,0,0,0,1,0,25.5,3.8181818181818183,9,0.0,42,0,2,1,11,1.0,11,0.09090909090909091,8,0,1,1,7,7,0,314,1,Spam
1,0,5,0,2.0,0,2.0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,79.66666666666667,5.9714285714285715,34,0.0,205,0,3,1,35,1.09375,4,0.02857142857142857,0,1,1,0,11,11,3,0,2,Spam
1,0,16,0,3.0,0,1.0,contentsharing,0,0,0,1,1,1,0,84,1,0,0,0,0,0,0,65.5,13.777777777777779,7,0.0,124,0,2,2,9,1.0,6,0.2222222222222222,0,1,1,0,12,14,3,0,2,Spam
1,0,10,0,2.0,0,2.0,web,0,0,0,1,1,1,0,82,1,1,0,0,0,0,0,59.0,5.666666666666667,5,0.0,51,0,1,1,9,1.125,9,0.1111111111111111,6,0,1,1,15,17,0,136900,2,Spam
1,0,0,0,2.0,0,1.0,web,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,175.0,5.769230769230769,16,0.0,148,0,1,1,26,1.1818181818181819,28,0.038461538461538464,10,0,1,1,22,7,0,92351,4,Spam
1,0,7,0,2.0,0,2.0,web,0,0,0,1,0,1,1,73,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,3,0,1,1,21,26,0,201937,4,Spam
1,0,12,0,3.0,0,2.0,thirdparty,0,0,0,1,0,1,0,143,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,2,0,0,18,0,12,0,3,Spam
1,0,0,2,2.0,10.0,1.0,web,0,0,0,1,1,1,0,33,1,0,0,0,0,1,0,113.0,7.142857142857143,11,0.0,100,0,1,2,14,1.0,5,0.14285714285714285,0,1,1,0,10,11,1,0,2,Spam
1,0,4,0,4.0,0,4.0,mobile,0,0,0,1,0,1,1,95,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,2,1,0,13,20,11,0,2,Spam
1,0,7,0,3.0,0,1.0,mobile,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,139.0,7.0285714285714285,28,0.0,244,0,2,1,35,1.1290322580645162,19,0.02857142857142857,0,1,1,0,19,16,1,0,3,Spam
1,0,0,0,3.0,0,1.0,contentsharing,0,0,0,1,0,1,1,26,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,1,1,0,11,11,3,0,2,Spam
1,0,16,0,3.0,0,1.0,contentsharing,0,0,0,1,1,1,0,84,1,0,0,0,0,0,0,65.5,13.777777777777779,7,0.0,124,0,2,2,9,1.0,6,0.2222222222222222,0,1,1,0,12,14,3,0,2,Spam
1,0,0,0,2.0,0,1.0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,127.0,6.111111111111111,10,0.0,110,0,1,1,18,1.0,15,0.05555555555555555,0,2,1,0,10,10,1,0,2,Spam
1,0,15,0,3.0,0,3.0,contentsharing,0,0,0,1,0,1,1,129,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,2,1,0,12,14,7,0,2,Spam
1,0,6,0,2.0,0,2.0,mobile,0,0,0,1,0,1,1,77,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,0,1,0,21,14,4,0,3,Spam
1,0,34,0,3.0,0,3.0,web,0,0,0,1,1,1,0,129,1,1,0,0,0,0,0,99.5,15.75,4,0.0,188,0,2,2,12,1.0,5,0.16666666666666666,0,2,1,0,13,12,4,0,2,Spam
1,0,10,0,2.0,0,2.0,web,0,0,0,1,1,1,0,58,1,0,0,0,0,0,0,60.5,12.777777777777779,6,0.0,111,0,2,2,9,1.0,29,0.2222222222222222,0,1,1,0,11,14,3,0,2,Spam
1,0,12,0,4.0,0,3.0,web,0,0,0,1,1,1,0,128,1,0,0,0,0,0,0,10.0,2.6666666666666665,2,0.0,8,0,1,1,3,1.0,2,0.3333333333333333,0,1,1,0,10,13,3,0,2,Spam
1,0,0,0,2.0,0,1.0,thirdparty,0,0,0,0,1,0,0,0,2,1,1,0,0,1,0,75.66666666666667,5.823529411764706,6,0.0,194,0,3,1,34,1.0303030303030303,165,0.029411764705882353,9,0,1,1,36,18,0,101178,8,Spam
1,0,3,0,4.0,0,3.0,contentsharing,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,54.5,14.857142857142858,3,0.0,104,0,2,1,7,1.0,2,0.14285714285714285,43,0,1,1,22,28,0,166993,3,Spam
1,0,7,0,2.0,0,2.0,mobile,0,0,0,1,0,1,1,73,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,1,1,0,11,11,3,0,2,Spam
1,0,5,0,2.0,0,5.0,web,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,70.0,70.0,0,0.0,70,0,1,1,1,1.0,0,1.0,0,1,1,0,13,13,3,0,2,Spam
1,0,0,1,2.0,6.0,1.0,contentsharing,0,0,0,1,0,1,1,29,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,2,1,0,10,10,2,0,2,Spam
1,0,0,0,2.0,0,1.0,web,0,0,0,1,1,1,0,20,1,0,0,0,0,0,0,80.0,7.1,7,0.0,69,0,1,2,10,1.0,16,0.2,0,0,0,0,7,0,0,0,2,Spam
1,0,4,0,3.0,0,2.0,web,0,0,0,1,1,1,0,44,1,0,0,0,0,0,0,44.0,44.0,0,0.0,44,0,1,2,1,1.0,0,2.0,0,0,0,0,23,0,0,0,3,Spam
1,0,14,0,2.0,0,5.0,contentsharing,0,0,0,1,1,1,0,133,1,0,0,0,0,0,0,38.0,5.5,3,0.0,33,0,1,1,6,1.0,4,0.16666666666666666,0,2,1,0,14,12,3,0,2,Spam
1,0,0,0,2.0,0,1.0,contentsharing,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,65.5,5.65,15,0.0,113,0,2,1,20,1.0,6,0.05,39,0,0,1,8,0,0,613,1,Spam
1,0,0,0,2.0,0,1.0,contentsharing,0,0,0,1,0,1,1,26,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,1,1,0,13,10,1,0,2,Spam
1,0,0,0,3.0,0,5.0,contentsharing,0,0,0,1,0,1,1,57,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,1,1,0,23,7,3,0,4,Spam
1,0,0,3,2.0,6.333333333333333,1.0,web,0,0,0,1,1,0,0,50,1,0,0,0,0,0,0,32.0,4.5,2,0.0,27,0,1,1,6,1.0,0,0.16666666666666666,0,1,1,0,14,18,1,0,2,Spam
1,0,0,0,2.0,0,1.0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,105.0,5.625,9,0.0,89,0,1,1,16,1.0666666666666667,13,0.0625,11,0,1,1,14,13,0,118572,3,Spam
1,0,12,0,3.0,0,4.0,contentsharing,0,0,0,1,0,1,1,126,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,1,0,0,20,0,1,0,3,Spam
1,0,0,0,2.0,0,1.0,contentsharing,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,82.0,7.3,5,0.0,73,0,1,1,10,1.0,17,0.1,12,0,1,1,10,9,0,126,2,Spam
1,0,9,3,2.0,34.333333333333336,2.0,web,0,0,0,1,0,1,1,150,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,3,0,0,1,15,0,0,0,2,Spam
1,0,20,0,2.0,0,4.0,thirdparty,0,0,0,1,1,1,0,108,1,0,0,0,0,0,0,193.0,13.923076923076923,10,0.0,180,0,1,2,13,1.0,11,0.15384615384615385,0,0,0,0,10,0,0,0,2,Spam
1,0,112,70,3.0,14.642857142857142,1.9733333333333334,web,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,128.63844393592677,4.693541957345027,6567,0.0,46576,0,437,76,10034,3.647400945110869,2924,0.007574247558301774,0,2,1,0,12,16,3,0,2,Spam
1,0,2,0,2.0,0,4.0,mobile,0,0,0,1,1,1,0,54,1,0,0,0,0,0,0,90.0,10.375,6,0.0,81,0,1,2,8,1.0,2,0.25,0,2,1,0,30,29,1,0,3,Spam
1,0,0,0,2.0,0,1.0,web,0,0,0,1,1,1,0,26,1,1,0,0,0,0,0,53.5,6.785714285714286,6,0.0,95,0,2,2,14,1.0769230769230769,6,0.14285714285714285,0,1,1,0,14,17,1,0,2,Spam
1,0,6,0,3.0,0,4.0,mobile,0,0,0,1,0,1,1,64,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,1,1,0,14,13,1,0,2,Spam
1,0,14,0,2.0,0,5.0,thirdparty,0,0,0,1,1,1,0,90,1,0,0,0,0,0,0,142.0,14.88888888888889,6,0.0,134,0,1,2,9,1.0,8,0.2222222222222222,6,0,0,1,15,0,0,0,3,Spam
1,0,5,0,2.0,0,2.0,web,0,0,0,1,1,1,0,52,1,1,0,0,0,0,0,42.0,4.375,3,0.0,35,0,1,1,8,1.0,7,0.125,21,0,1,1,18,18,0,158062,4,Spam
1,0,0,0,2.0,0,1.0,thirdparty,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,176.5,5.592592592592593,6,0.018518518518518517,298,1,2,1,54,1.2,11,0.018518518518518517,6,0,1,1,9,8,0,149437,2,Spam
1,0,0,1,3.0,11.0,1.0,mobile,0,0,0,1,1,0,0,47,1,0,0,0,0,0,0,12.0,5.5,1,0.0,11,0,1,1,2,1.0,3,0.5,0,2,1,0,15,19,1,0,2,Spam
1,0,0,0,4.0,0,1.0,web,0,0,0,1,1,0,0,44,1,0,0,0,0,0,0,62.0,20.0,1,0.0,58,0,1,2,3,1.0,13,0.6666666666666666,0,1,1,0,9,10,1,0,2,Spam
1,0,8,0,3.0,0,2.0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,419.0,9.24390243902439,34,0.0,373,0,1,2,41,1.1388888888888888,10,0.04878048780487805,0,1,1,0,13,12,1,0,2,Spam
1,0,0,0,2.0,0,1.0,thirdparty,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,65.5,5.65,15,0.0,113,0,2,1,20,1.0,8,0.05,27,0,0,1,40,0,0,22869,8,Spam
1,0,6,0,2.0,0,2.0,mobile,0,0,0,1,1,1,0,80,1,0,0,0,0,0,0,31.0,7.0,0,0.0,28,0,1,1,4,1.3333333333333333,4,0.25,0,1,1,0,15,18,3,0,2,Spam
1,0,0,1,3.0,16.0,1.0,contentsharing,0,0,0,1,1,1,0,45,1,1,0,0,0,0,0,9.0,9.0,0,0.0,9,0,1,1,1,1.0,1,1.0,0,1,1,0,17,14,1,0,3,Spam
1,0,0,0,2.0,0,1.0,mobile,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,30.333333333333332,8.4,4,0.0,83,0,3,1,10,1.0,15,0.1,44,0,1,1,15,11,0,1299413,1,Spam
1,0,11,0,3.0,0,4.0,mobile,0,0,0,1,1,1,0,102,1,0,0,0,0,0,0,38.5,4.161290322580645,26,0.0,129,0,4,1,31,1.0689655172413792,7,0.03225806451612903,0,2,1,0,14,17,1,0,2,Spam
1,0,9,0,3.0,0,4.0,web,0,0,0,1,0,1,1,107,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,0,0,0,18,0,0,0,2,Spam
1,0,0,1,2.0,6.0,1.0,contentsharing,0,0,0,1,0,1,1,29,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,1,1,0,16,16,2,0,2,Spam
1,0,11,0,3.0,0,4.0,mobile,0,0,0,1,0,1,1,102,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,1,1,0,10,14,1,0,2,Spam
1,0,8,0,2.0,0,2.0,contentsharing,0,0,0,1,0,1,1,90,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,2,1,0,10,13,1,0,2,Spam
1,0,0,0,2.0,0,1.0,web,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,61.0,6.294117647058823,12,0.0,107,0,2,1,17,1.0,15,0.058823529411764705,44,0,1,1,15,11,0,1299413,1,Spam
1,0,7,2,3.0,24.0,2.6666666666666665,web,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,204.25,8.054945054945055,72,0.0,725,0,4,3,91,1.2297297297297298,35,0.03296703296703297,0,2,1,0,9,11,1,0,2,Spam
1,0,10,0,2.0,0,3.0,web,0,0,0,1,1,1,0,83,1,0,0,0,0,0,0,235.0,4.7560975609756095,39,0.0,195,0,1,1,41,1.2424242424242424,3,0.024390243902439025,2,0,1,1,8,7,0,237613,1,Spam
1,0,0,2,3.0,16.0,1.0,web,0,0,0,1,1,1,0,45,1,0,0,0,0,1,0,137.5,5.95,37,0.0,236,0,2,2,40,1.2121212121212122,6,0.05,0,0,0,0,12,0,0,0,2,Spam
1,0,16,0,2.0,0,2.0,web,0,0,0,1,1,1,0,90,1,0,0,0,0,0,0,77.0,4.993103448275862,125,0.0,722,0,11,2,145,1.4077669902912622,16,0.013793103448275862,0,2,0,0,13,0,3,0,2,Spam
1,0,0,0,2.0,0,1.0,web,0,0,0,1,1,1,0,21,1,0,0,0,0,0,0,21.0,21.0,0,0.0,21,0,1,2,1,1.0,0,2.0,0,1,1,0,13,10,1,0,2,Spam
1,0,12,0,2.0,0,3.0,contentsharing,0,0,0,1,0,1,1,139,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,2,1,0,14,16,0,0,2,Spam
1,0,0,0,3.0,0,5.0,contentsharing,0,0,0,1,0,1,1,80,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,1,1,0,13,13,5,0,2,Spam
1,0,11,0,3.0,0,4.0,mobile,0,0,0,1,1,1,0,102,1,1,0,0,0,0,0,29.0,5.0,7,0.0,50,0,2,1,10,1.1111111111111112,48,0.1,0,2,1,0,13,16,1,0,2,Spam
1,0,0,0,2.0,0,1.0,thirdparty,0,0,0,1,0,1,1,20,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,1,1,0,13,10,1,0,3,Spam
1,0,7,0,3.0,0,2.0,thirdparty,0,0,0,1,0,1,1,97,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,27,0,1,1,16,14,0,883,2,Spam
1,0,16,0,2.0,0,2.0,web,0,0,0,1,1,0,0,107,1,0,0,0,0,0,0,157.0,14.8,5,0.0,148,0,1,2,10,1.0,7,0.2,37,0,1,1,14,15,0,2811,1,Spam
1,0,11,0,3.0,0,4.0,mobile,0,0,0,1,0,1,1,102,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,2,1,0,13,16,1,0,2,Spam
1,0,20,3,3.0,23.0,3.0,contentsharing,1,0,0,1,1,1,1,105,4,0,0,0,0,0,0,143.5,6.461538461538462,61,0.01282051282051282,498,1,4,2,78,1.21875,34,0.02564102564102564,0,1,1,0,12,8,1,0,2,Spam
1,1,1,1,3.0,12.0,2.0,contentsharing,1,0,0,1,1,1,0,60,1,0,0,0,0,1,0,50.0,24.5,0,0.0,49,0,1,2,2,1.0,0,1.0,0,1,1,0,21,15,1,0,3,Spam
1,0,0,0,3.0,0,8.0,web,0,0,0,1,0,1,1,74,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,1,1,0,17,17,1,0,2,Spam
1,0,13,2,3.0,18.0,4.0,web,0,0,0,1,1,1,0,150,1,0,0,0,0,1,0,178.5,7.7682926829268295,66,0.0,635,0,4,1,82,1.2615384615384615,34,0.012195121951219513,0,1,1,0,13,16,1,0,2,Spam
1,1,23,8,2.5714285714285716,18.0,2.2857142857142856,web,1,0,0,1,1,1,1,102,4,1,0,0,0,1,0,393.6666666666667,8.212435233160623,315,0.0025906735751295338,3115,1,9,13,386,1.4296296296296296,249,0.03367875647668394,0,1,1,0,11,14,1,0,2,Spam
1,0,10,0,2.0,0,3.0,contentsharing,0,0,0,1,1,1,0,83,1,0,0,0,0,0,0,19.0,9.0,1,0.0,18,0,1,1,2,1.0,1,0.5,0,1,1,0,13,17,1,0,2,Spam
1,0,0,0,2.0,0,1.0,contentsharing,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,68.0,6.666666666666667,4,0.0,60,0,1,1,9,1.0,10,0.1111111111111111,4,0,1,1,13,9,0,180792,1,Spam
1,0,0,0,2.0,0,1.0,thirdparty,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,56.0,6.6,10,0.0,99,0,2,1,15,1.0,19,0.06666666666666667,0,1,1,0,12,15,1,0,2,Spam
1,0,0,0,2.0,0,1.0,contentsharing,0,0,0,1,0,1,1,21,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,3,0,0,1,16,0,0,2,2,Spam
1,0,13,0,2.0,0,2.0,contentsharing,0,0,0,1,1,1,0,100,1,0,0,0,0,1,0,17.0,3.75,4,0.0,30,0,2,1,8,1.1428571428571428,1,0.125,3,0,1,1,28,24,0,162855,5,Spam
1,0,0,0,2.0,0,1.0,contentsharing,0,0,0,1,1,1,0,21,1,0,0,0,0,0,0,81.0,7.2,7,0.0,70,0,1,2,10,1.0,14,0.2,2,0,0,1,10,0,0,146,2,Spam
1,0,11,0,3.0,0,2.0,contentsharing,0,0,0,1,0,1,1,101,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,2,1,0,10,9,7,0,2,Spam
1,0,0,0,2.0,0,1.0,web,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,98.0,7.25,7,0.0,85,0,1,1,12,1.0,22,0.08333333333333333,10,0,1,1,18,7,0,7853,3,Spam
1,0,0,1,3.0,22.0,2.0,web,0,0,0,1,1,1,0,70,3,1,1,0,0,0,0,12.0,5.5,1,0.0,22,0,2,1,4,1.0,13,0.25,0,2,1,0,16,14,1,0,2,Spam
1,0,2,0,2.0,0,2.0,contentsharing,0,0,0,1,0,1,1,49,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,1,1,0,11,11,23,0,2,Spam
1,0,8,0,3.0,0,3.0,web,0,0,0,1,0,1,1,105,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,2,1,0,15,15,8,0,2,Spam
1,0,3,0,3.1176470588235294,0,1.8823529411764706,contentsharing,0,0,0,1,1,1,0,27,3,1,0,0,0,1,0,156.6,9.630872483221477,108,0.0,1387,0,10,17,149,1.2113821138211383,44,0.11409395973154363,0,1,1,0,11,18,1,0,2,Spam
1,0,0,0,3.0,0,4.0,web,0,0,0,1,1,1,0,48,1,0,0,0,0,0,0,77.0,4.571428571428571,27,0.0,128,0,2,1,28,1.0769230769230769,0,0.03571428571428571,0,1,1,0,12,16,1,0,2,Spam
1,0,0,0,2.0,0,1.0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,116.0,7.357142857142857,8,0.21428571428571427,103,3,1,1,14,1.0,9,0.07142857142857142,0,1,0,0,13,0,3,0,2,Spam
1,0,7,0,2.0,0,5.0,mobile,0,0,0,1,0,1,1,96,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,2,1,0,11,16,1,0,2,Spam
1,0,0,0,2.0,0,2.0,web,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,81.5,5.875,17,0.0,141,0,2,1,24,1.0909090909090908,25,0.041666666666666664,0,1,1,0,10,10,1,0,2,Spam
1,0,12,0,3.0,0,4.0,mobile,0,0,0,1,1,1,0,126,1,1,0,0,0,0,0,4.0,4.0,0,0.0,4,0,1,1,1,1.0,1,1.0,0,2,1,0,17,16,1,0,3,Spam
1,0,0,0,2.0,0,1.0,web,0,0,0,1,1,1,0,26,1,0,0,0,0,0,0,97.66666666666667,4.381818181818182,46,0.0,241,0,3,2,55,1.1,11,0.03636363636363636,0,0,0,0,10,0,0,0,2,Spam
1,0,0,1,3.0,22.0,2.0,web,0,0,0,1,1,1,0,70,3,0,0,0,0,0,0,20.5,5.142857142857143,5,0.0,36,0,2,1,7,1.0,6,0.14285714285714285,0,2,1,0,17,9,1,0,3,Spam
1,0,3,0,3.0,0,3.0,contentsharing,0,0,0,1,0,1,1,71,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,1,1,0,14,15,10,0,2,Spam
1,0,0,0,3.6666666666666665,0,1.3333333333333333,web,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,252.0,62.25,1,0.0,242,0,1,3,4,1.0,5,0.75,25,0,0,1,0,0,0,4153,0,Spam
1,0,0,0,2.0,0,1.0,web,0,0,0,1,1,1,0,21,1,1,0,0,0,0,0,65.5,5.65,15,0.0,113,0,2,2,20,1.0,4,0.1,3,0,1,1,10,17,0,149,2,Spam
1,0,5,0,3.0,0,2.0,web,0,0,0,1,0,1,1,71,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,2,1,0,13,18,1,0,2,Spam
1,0,26,0,3.0,0,3.0,web,0,0,0,1,1,1,0,114,1,0,0,0,0,0,0,83.5,13.083333333333334,11,0.0,155,0,2,2,12,1.2,1,0.16666666666666666,0,1,1,0,17,21,1,0,2,Spam
1,0,12,0,3.0,0,4.0,contentsharing,0,0,0,1,0,1,1,150,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,2,1,0,0,20,2,0,0,Spam
1,0,0,1,3.0,16.0,1.0,contentsharing,0,0,0,1,1,1,0,45,1,0,0,0,0,0,0,22.0,10.5,0,0.0,21,0,1,1,2,1.0,3,0.5,0,1,1,0,18,6,1,0,3,Spam
1,0,0,0,4.0,0,1.0,web,0,0,0,1,1,0,0,28,1,0,0,0,0,0,0,142.0,5.5,25,0.045454545454545456,238,2,2,1,44,1.1282051282051282,24,0.022727272727272728,0,1,1,0,11,14,1,0,2,Spam
1,0,9,0,2.0,0,2.0,web,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,76.0,13.181818181818182,7,0.0,143,0,2,1,11,1.0,9,0.09090909090909091,9,0,1,1,16,14,0,61420,3,Spam
1,0,8,5,2.3333333333333335,11.2,4.666666666666667,web,0,0,0,1,1,1,0,63,1,1,1,0,0,1,0,125.56737588652483,6.283265306122449,813,0.0,15260,0,141,3,2450,1.6268260292164676,4347,0.0012244897959183673,0,1,1,0,15,15,2,0,2,Spam
1,0,9,1,2.3333333333333335,13.0,1.0,web,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,114.8,4.631067961165049,77,0.019417475728155338,471,2,5,3,103,1.4927536231884058,23,0.02912621359223301,3,0,0,1,24,0,0,0,1,Spam
1,0,0,0,2.0,0,2.0,contentsharing,0,0,0,1,0,1,1,30,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,1,1,0,17,16,11,0,3,Spam
1,0,0,0,3.0,0,3.0,contentsharing,0,0,0,1,0,1,1,50,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,1,1,0,10,17,1,0,2,Spam
1,0,12,0,3.0,0,4.0,contentsharing,0,0,0,1,0,1,1,126,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1.0,0,1.0,0,2,1,0,17,7,1,0,3,Spam
0,1,0,2,3.0,11.0,1.0,web,0,0,0,1,1,1,0,51,1,0,0,0,0,1,0,51.0,51.0,0,0.0,51,0,1,1,1,1.0,0,1.0,0,1,1,0,16,15,15,0,3,Spam
1,0,11,0,3.0,0,7.0,contentsharing,0,0,0,1,1,1,0,150,1,0,0,0,0,0,0,108.0,0.8166666666666667,3,0.0,44,0,1,1,60,5.454545454545454,3,0.016666666666666666,0,2,1,0,24,24,9,0,2,Spam
1,0,0,0,4.0,0,1.0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,66.0,2.9411764705882355,1,0.0,50,0,1,1,17,4.25,10,0.058823529411764705,4,0,0,1,10,0,0,0,1,Spam
1,0,7,0,3.0,0,4.0,contentsharing,0,0,0,1,1,1,0,91,1,0,0,0,0,0,0,192.0,5.433333333333334,23,0.0,161,0,1,1,30,1.1538461538461537,10,0.03333333333333333,0,1,1,0,11,8,3,0,2,Spam
1,0,6,0,2.0,0,2.0,web,0,0,0,1,1,1,0,71,1,1,0,0,0,0,0,4.0,4.0,0,0.0,4,0,1,1,1,1.0,0,1.0,0,1,1,0,10,9,4,0,2,Spam
1,0,9,3,3.0,22.666666666666668,2.0,web,0,0,0,1,1,1,0,150,1,1,0,0,0,0,0,41.333333333333336,4.291666666666667,9,0.08333333333333333,103,2,3,1,24,1.2,1,0.041666666666666664,0,2,1,0,0,15,4,0,0,Spam
1,0,2,0,4.0,0,3.0,web,0,0,0,1,1,1,0,62,1,0,0,0,0,1,0,31.3,6.558139534883721,26,0.0,276,0,10,2,43,1.1025641025641026,7,0.046511627906976744,8,0,1,1,34,24,0,1997,6,Spam
1,0,11,0,3.0,0,3.0,contentsharing,0,0,0,1,1,1,0,111,1,0,0,0,0,0,0,37.0,5.333333333333333,3,0.0,32,0,1,1,6,1.0,4,0.16666666666666666,0,1,1,0,15,13,1,0,3,Spam
